Number of bedrooms,Number of bathrooms,Living area sqft,Number of schools nearby,Distance from the airport,Price
5,1.75,1730,3,64,205000
3,1,1000,3,76,180000
2,1,1010,3,60,174500
3,2,1700,3,63,410000
3,2,1940,1,57,732000
4,2.5,2060,3,64,575550
3,2.5,2130,2,51,534640
2,2,1360,3,64,488000
3,2.5,2480,1,58,415000
3,2.25,1410,2,57,352500
5,2.5,1970,3,80,297000
5,3.75,5340,3,80,2100000
4,3.25,5010,3,50,1470000
4,3.5,3410,2,60,1410000
4,2.5,3190,2,72,1220000
4,3,2240,1,74,1190000
2,1.75,2430,3,63,1000000
3,1.5,2200,3,59,924000
4,2.75,2730,2,60,885000
5,3.25,4180,1,76,869000
4,3.5,2640,1,51,850000
2,2.5,2380,3,79,818000
4,2.5,3480,1,59,810000
5,2,3370,1,75,762000
4,2.5,2660,2,66,755000
4,2.5,3430,1,56,749950
3,1.75,2010,1,74,700000
3,2,1610,2,67,690000
2,2.25,1540,3,79,640000
4,2.5,2460,2,57,611000
5,1.75,3290,2,70,602000
2,2,1420,1,53,592500
3,2.25,2030,1,58,588000
4,2.5,2500,1,54,575000
3,2.25,2030,2,71,572500
4,2.25,2110,1,66,565000
4,1,1660,1,67,560000
3,3.5,2320,1,66,530000
4,1.75,2420,1,70,525000
3,1.75,1890,1,61,524950
3,2.5,1680,2,57,518000
4,2,1690,3,52,487250
3,1,1500,2,62,485000
2,2.25,1260,2,50,485000
3,1.75,2200,1,55,485000
3,2.25,1450,1,58,482500
4,3.5,3370,2,73,480000
3,2.5,1350,1,53,477000
2,1,1490,2,61,475000
4,2.5,3060,3,67,475000
3,1.75,1630,2,55,464000
3,1.5,1710,1,54,462000
5,1.75,1250,3,61,462000
2,1,1060,3,54,461000
5,2.75,2190,2,55,446000
3,1.75,1800,3,77,442500
2,1.5,1010,2,73,440000
3,2.5,2200,3,57,433500
3,2.5,1920,3,60,429000
2,1,770,3,50,413500
4,2.75,2500,2,75,411000
4,2.5,2490,2,57,390000
3,2.5,1690,3,55,386591
3,2.5,1670,3,71,373000
2,1.5,1660,2,79,368000
2,1,700,3,50,367000
4,2.75,2070,3,67,366500
3,1,1290,3,55,359950
3,2.25,1640,2,76,350000
4,2.5,1830,1,63,339000
4,2,1580,2,52,333000
3,2.5,2680,2,50,320000
4,1.75,2310,1,75,319950
3,1,1370,2,73,307000
3,1.75,1610,2,52,305000
5,3,2100,3,63,298450
3,2.75,2170,2,71,296500
4,2.5,1700,3,74,290000
5,1.5,2120,1,68,290000
4,1.75,2080,1,80,285000
1,1.5,810,2,61,285000
3,2.5,1270,3,66,280000
3,2.5,1720,3,69,280000
2,1,1120,2,69,256500
4,1.5,1310,2,77,251200
3,2.25,1580,2,60,247000
2,2,1470,2,54,241000
2,1,910,3,56,225000
2,2.25,1610,2,64,215000
3,1,970,2,52,215000
3,1,1080,1,70,210000
2,1,930,2,61,141800
3,1,950,2,79,137000
2,1,680,3,52,110700
4,3.5,4460,2,79,1800000
4,3.75,3300,3,59,1740000
3,1.75,3400,1,67,1690000
4,3.5,4380,2,55,1300000
4,2,2850,3,52,1280000
4,3.5,4560,2,57,1210000
6,3,2880,3,67,1130000
3,2,2390,1,66,1100000
4,2.75,2620,2,72,978000
4,3.5,3120,3,75,953007
4,2.25,2260,3,70,925000
4,2.25,3500,3,76,879950
4,2.75,3160,1,65,860000
3,1.5,1570,2,74,792000
4,3.5,3070,3,57,785000
3,2.25,1640,1,77,772000
4,2.25,2560,3,76,765000
4,1.75,2450,2,70,760000
6,2,2150,2,54,755000
3,2.5,2770,2,63,749950
4,2.5,3230,2,62,730000
2,1,1790,3,80,710000
4,1,1680,2,66,700000
4,2.5,2650,1,58,699000
4,3,2690,2,73,675000
3,2.25,1990,1,72,675000
4,2.5,2150,1,78,639000
4,2.5,3550,2,58,625000
3,2.5,2480,3,51,620000
3,2.5,1700,2,65,619500
4,2.75,2820,3,60,615000
3,2.5,2660,2,78,599950
5,2.25,2890,3,78,598000
4,1.75,1280,1,53,575000
2,1.75,1540,2,65,570000
3,2.5,3050,2,52,555000
3,2.5,2830,3,66,551000
3,1.5,1540,3,78,525000
4,3.5,2680,1,71,520000
4,2,1820,3,63,519900
4,2.5,2670,1,50,515000
3,2,2020,2,74,507500
3,2.5,1210,2,50,500000
5,3.5,3200,2,79,499950
4,1.75,2090,3,53,494000
3,1,1910,3,59,490000
5,3.5,4460,1,59,490000
2,1.75,1480,3,55,483945
4,2.75,2050,2,59,480000
3,2.5,1260,1,75,479000
4,1.75,1650,2,55,475000
3,2.25,1270,3,63,467000
1,2.25,2140,1,63,458000
4,1,1210,3,52,452000
3,1.5,2060,3,64,450000
2,1.75,1300,2,52,440000
3,1.5,1270,3,59,440000
3,2,2010,2,78,439000
3,1.75,1200,1,76,430000
4,2.5,2800,3,79,426000
4,1.75,1940,3,80,423000
2,1,1050,1,60,415000
3,2.25,1970,3,75,415000
3,2.5,1800,3,79,409316
5,2.5,2430,2,64,405000
2,1,1730,3,54,396675
3,1.5,1080,3,61,395000
4,2.25,1770,2,65,390000
4,1,1320,3,66,387500
2,2.25,1230,2,73,387000
3,1.5,1490,2,74,385000
3,2.5,1700,1,64,384000
4,3,2800,1,56,380000
3,1.75,1690,3,71,380000
2,1,1150,3,70,376000
4,1.75,1590,3,51,372500
4,2.25,2220,3,50,350000
5,3.5,2800,3,52,345600
3,1.5,1240,1,56,345000
3,1,1060,1,54,335000
2,1,860,1,76,330000
3,1,1180,2,68,330000
4,2.5,2303,3,80,329995
3,2.5,2170,1,63,329900
4,2.5,1600,3,78,329000
6,3,1880,3,63,326000
4,2.25,1870,2,63,325000
3,1.75,1480,2,55,320000
3,2.25,1400,2,52,315000
2,1,790,1,75,315000
3,1,1092,1,57,309000
2,2.5,1590,3,74,305000
3,1,1090,2,61,300000
3,1,2120,2,66,300000
6,5.25,2860,1,67,300000
3,1,910,3,76,299950
3,1.75,1560,1,62,291000
3,1.75,1280,1,79,290000
3,2.5,2090,1,64,289000
4,2.5,1860,2,59,288400
2,1,870,2,50,271310
2,1,790,1,69,268500
3,1.75,1570,3,71,263000
4,2.5,1990,1,63,260000
3,2,1490,2,69,259900
3,1,1320,1,73,259000
4,2,1960,1,79,250000
4,1.5,2500,2,79,250000
2,1,1770,2,78,243000
3,1.5,1650,3,74,219950
4,1.75,2180,2,63,210000
4,2,1700,3,77,206000
3,1,1050,2,64,200000
1,1,820,2,74,194000
2,1,950,2,77,192500
3,1.75,1140,2,58,120750
5,4.75,5305,1,68,2700000
3,3.25,3690,3,53,1580000
3,2.5,4460,2,56,1550000
4,3.25,3660,3,76,1510000
4,2.5,3240,3,79,1220000
3,2.25,2760,1,61,1190000
4,3.25,3810,3,67,1130000
2,1.75,1890,1,78,1070000
3,4,3880,1,72,1030000
4,2.75,2290,1,58,1000000
5,4,4850,1,79,975000
4,3.25,2790,2,55,970000
5,3.75,5330,3,50,950000
5,3,2876,2,59,895000
4,2.75,3488,3,76,815000
4,2.75,2830,3,68,744000
3,2.5,2020,2,51,720000
4,2.5,3400,3,65,712000
4,2.5,3010,3,71,700000
4,3.25,2780,1,66,700000
4,2.75,2550,3,51,691000
4,2.5,2340,1,75,668750
4,3.5,2350,2,61,655000
4,2.25,2750,1,54,635000
4,2.5,2630,3,75,625000
4,2.75,2450,1,57,619420
4,2.5,2360,2,51,600000
3,2.25,2230,3,56,600000
4,2.5,2910,2,77,589000
3,2.5,2540,1,68,567000
3,2.25,2020,3,62,556000
3,3,1960,3,79,556000
5,3.25,3010,2,66,542500
3,1.75,1300,3,72,540000
3,2,1470,3,74,540000
4,2.5,1900,2,79,535800
2,1,1030,3,68,535000
3,2.75,2100,3,58,525000
3,1,1450,1,63,525000
4,2.5,3290,3,60,520000
3,2.5,1900,3,69,512500
3,3.5,2380,3,51,495000
4,2,1790,1,56,475000
4,2,1660,1,64,452000
2,1,1200,3,74,450000
4,2.25,2080,1,67,442000
3,1,1150,1,57,430000
3,2.75,2550,1,76,430000
3,2.5,2420,2,72,429000
1,1,960,3,69,420850
3,2,1440,3,69,413800
3,1.75,2470,2,69,405000
3,1.75,1540,3,73,396450
3,2.25,1445,1,80,389999
3,2,1540,1,58,385500
5,2.25,2880,3,52,382000
3,1.75,2000,2,71,374000
3,2.5,2150,3,67,368250
2,0.75,850,3,61,360000
3,2.5,1530,3,70,360000
3,1.5,980,2,68,350000
4,2.75,1800,1,74,344500
4,2.5,2220,1,68,334990
3,2.25,1800,1,50,332500
3,1,1250,2,77,330000
3,1,990,3,54,325000
4,2.25,2000,2,78,318989
2,1,970,2,56,300000
3,2.5,2720,1,80,299900
2,1,790,1,63,299800
3,2.25,1870,2,76,288400
3,1.75,2380,3,67,285000
3,2.5,2030,1,77,275000
3,1.75,1390,1,50,270000
6,2,2220,3,80,260000
3,2.5,1990,1,70,256750
3,1.5,1060,1,59,255000
3,2,1170,2,64,250000
2,1,1140,3,50,249900
3,1.5,1780,2,74,246000
2,1.75,1330,2,77,240000
5,2,1930,1,50,230000
2,1,1396,3,76,225000
3,1,1060,2,64,220000
4,2.5,2160,3,76,220000
3,1,1020,3,69,218000
3,1,1240,3,74,210000
4,1,1310,1,76,200000
4,2,2030,1,78,199000
3,1.75,1380,2,65,195000
2,1,1080,3,57,195000
2,1.75,1100,1,63,189650
3,1.75,1230,2,77,175000
3,1,1010,1,60,150000
4,5.5,5060,3,79,2150000
3,2.5,3160,3,59,1600000
3,1.75,1610,2,67,1180000
3,2.75,2890,3,56,1170000
6,4.5,6040,1,52,1150000
4,3,3600,1,65,1080000
4,3.25,3440,3,75,1050000
4,2.5,3030,3,74,1050000
4,3.75,3860,2,59,1050000
4,3,4260,1,78,1000000
4,2.75,2080,1,73,940000
3,1.5,1660,2,65,926300
4,3.25,3340,3,77,910000
4,3.25,3090,2,80,850000
4,2.75,2410,3,68,805000
4,2.5,2350,3,69,770000
4,2.5,2930,3,51,749000
3,2,2000,3,56,677000
4,2.5,2600,1,63,665000
3,2.5,2450,1,64,660000
3,2.5,2670,3,51,657500
4,1.75,2740,2,74,657000
4,2.5,2860,1,65,655000
4,1.75,2260,3,66,648360
4,2.5,3240,2,63,635700
3,1.75,2060,2,61,625000
4,2.5,2980,3,76,622500
4,2.75,2750,1,51,604700
3,1.75,1650,2,56,600000
4,3,2170,3,71,592500
4,1.75,3000,2,53,585000
4,2.25,2350,3,52,555000
3,2.25,1670,2,53,505000
2,1.75,2860,2,52,503000
2,1.75,1560,1,78,494400
4,2,1640,1,70,492000
5,2.25,2230,1,66,482000
4,2.25,3250,2,51,480000
3,2.25,1820,3,60,475000
3,2.25,1470,2,64,432000
3,2.75,2200,1,72,432000
3,3.5,1900,1,68,431500
4,3,3220,2,76,430000
2,2.5,1520,2,71,430000
3,2.25,1950,1,59,408000
3,1,1040,2,77,400000
2,1,590,2,64,398000
4,2.5,3140,2,75,389950
3,1,1250,3,56,385000
2,2.5,1230,1,66,380000
5,3.5,2420,3,51,380000
2,1,800,3,55,373500
4,2.75,3150,3,57,370000
3,1,1100,1,66,361000
3,1.5,1360,1,74,359000
2,1.75,1060,1,55,356000
3,2.25,1280,2,64,355000
2,1,1060,3,51,353250
1,1,550,2,59,353000
4,2.5,2052,1,73,349900
3,1,1220,2,59,348580
3,1,1070,1,62,337000
5,2.25,2000,3,58,330000
4,3.5,3150,3,53,330000
3,2.5,1750,3,72,324000
3,2.25,1347,1,64,321000
3,2,1110,3,53,320000
3,2.25,998,3,76,320000
2,1,1070,3,55,319950
3,1.5,2320,1,66,307000
4,1.75,2200,2,76,305000
3,3,1860,1,73,301350
6,2,2040,1,53,300000
5,2.5,2760,1,66,300000
4,2,980,2,66,295000
1,0.75,1170,1,57,275000
4,3,1990,3,73,273000
2,1.5,840,3,78,270000
3,2.5,1550,1,50,259000
4,2.75,2570,2,53,254500
2,1,940,1,79,249950
4,2,1580,2,78,245000
4,2.5,1980,2,60,243500
4,2.25,1720,1,53,240000
2,1,740,2,68,235750
3,1,910,2,72,219900
3,1,870,3,71,180000
2,1,1400,1,74,180000
4,1.5,1740,3,73,180000
2,2.5,1160,3,64,168000
2,1,820,2,75,150000
4,3.5,4390,2,76,1610000
4,3,3370,1,69,1330000
4,3.5,4740,1,53,1200000
3,4,4380,3,60,1050000
4,3,3680,2,67,980000
5,3.25,3400,3,76,950000
4,2,2840,1,54,945000
4,2.25,2530,3,60,902000
3,3.5,4080,3,76,900000
4,3.5,4220,1,76,799950
4,2.75,3500,3,67,788600
4,2.5,2380,1,79,782000
3,2.5,2390,2,55,735000
4,2.5,2560,3,51,675000
4,2,1590,1,63,670500
3,2.75,1800,2,66,665000
3,1.75,1240,2,69,662990
4,4,2290,3,79,661254
4,2.75,2250,2,71,648475
3,1.75,1620,2,52,641000
3,2.5,2600,3,75,625000
3,1,1230,1,64,607000
3,1,1500,2,57,606000
3,2.75,1960,1,80,599000
2,1.5,1030,3,55,595000
3,2,1670,1,78,585000
3,2.5,1620,1,74,580000
5,2.5,3840,1,73,556000
4,2,3510,2,50,554820
3,1,1430,2,75,552000
3,2.5,2510,1,51,550000
3,2,1830,2,63,550000
4,3,2830,3,55,549900
3,2.5,2210,1,68,535000
4,1.75,1814,1,51,530000
1,0.75,820,1,50,527550
3,1.75,1680,1,60,526000
2,1,1680,2,51,515000
2,2,1140,1,57,498000
3,1,1280,2,76,478000
3,1.75,1620,1,63,467100
4,2.75,2430,3,76,465425
3,1.75,1120,3,62,464600
3,1.75,1300,3,70,462000
3,1,1670,1,55,460000
3,2,1560,1,74,449950
3,2,1630,1,68,445000
4,2.5,2560,2,70,440000
4,2.5,2380,1,50,439950
4,1.75,1830,2,53,433000
3,1.5,1110,3,54,416000
3,2,1650,1,76,410000
4,3,4060,3,65,404000
3,2,1540,2,59,402000
3,1.75,2420,3,64,399500
4,2.5,2440,1,73,388000
3,1,1800,3,76,383000
2,1,800,2,79,379000
5,1.75,2120,2,56,377691
2,2.5,750,2,75,375000
3,2,1270,2,79,360000
3,2,1220,3,56,355000
3,2,1370,3,50,354800
3,1,1010,1,61,350000
4,2.5,1750,1,77,335000
4,2.5,2210,1,78,334000
3,1,1920,2,70,325000
2,1,780,3,55,306000
4,2.5,1960,2,66,300000
2,1,1340,3,70,300000
4,1.5,1930,1,80,275000
3,1.75,1620,1,70,258000
3,2,1490,1,57,255000
4,1,1450,3,55,244000
4,2.5,1810,3,77,235000
2,1,1140,2,54,235000
2,1,1300,2,53,225000
3,1,960,3,66,218000
4,1,1350,1,60,200000
2,1,1300,1,69,175000
3,1,1700,3,58,149000
3,1,1080,2,67,132500
2,1,580,2,65,90000
1,0.75,430,3,71,80000
5,4,4580,2,69,2000000
4,4.25,5584,3,67,1680000
4,2.5,3670,3,59,820000
2,1,1010,2,54,501000
3,2.5,1740,1,62,496700
3,1,1370,2,56,479000
3,2.5,2460,2,59,440500
4,1.75,1960,2,66,372000
4,1.5,2670,1,57,347000
3,1.75,1260,3,75,245000
2,1,720,1,74,199000
3,3,2980,1,76,675000
3,2.5,1620,2,50,355300
4,3.5,2630,1,62,325000
3,2.5,1560,3,68,295000
3,1.75,1570,2,54,195000
3,2,2130,1,62,880000
4,2.5,2700,1,61,690000
2,1.5,2730,2,64,460000
3,1.5,1690,2,53,379950
3,2.5,1780,2,57,370000
4,2.5,2100,1,78,346000
3,1,1140,3,75,276000
3,1,1140,2,69,172500
4,3.25,4060,2,51,1800000
5,4.5,4590,3,59,1710000
4,3.5,3080,2,57,1660000
3,3.25,3790,1,52,1600000
4,3.75,3070,3,75,1570000
4,3.75,3160,3,79,1380000
4,3,5940,2,64,1150000
3,2.75,2640,1,79,1100000
4,2.5,2920,2,68,1050000
3,2.25,2510,3,63,994000
5,3,3480,3,58,970000
3,3.75,3250,1,52,967500
5,4,3720,3,80,960000
4,2.25,2290,3,53,949880
4,3,3720,2,65,857000
4,2.5,1850,1,63,830000
4,2.5,2680,3,78,800000
3,3,2520,1,76,780000
4,2.5,3330,1,59,760000
3,2.5,2610,1,68,754950
2,2,1880,1,62,751750
5,2.75,3390,1,54,735000
3,2.5,2330,1,63,732000
3,2,1840,2,73,730001
4,2.5,2740,1,50,725000
3,1.5,2500,3,72,725000
2,2.5,2160,1,73,715000
4,3,3000,2,66,688000
3,2.5,2810,2,69,685000
3,2.5,2540,1,76,675000
3,3.5,2710,3,72,627000
3,2.25,2370,3,79,587000
3,1.75,1850,3,58,585000
3,1.75,1930,1,69,570000
5,4.5,4850,1,79,569950
4,4.25,1960,2,74,540000
2,1,1040,1,75,535000
4,2.5,2340,3,60,535000
3,1,1210,2,71,529000
3,1.75,2310,1,58,527500
5,3,2750,1,72,525000
4,2.5,3200,1,66,515000
3,2.25,1760,3,51,500000
3,3.5,1820,3,79,499950
4,2.25,1940,2,75,495000
3,2.5,1750,1,50,495000
3,2.5,1590,1,67,488000
3,1,1150,2,72,480000
4,2.75,1720,1,58,477000
3,2,1230,1,77,475000
4,3.5,3400,2,79,475000
2,1,1160,3,70,468000
3,2,1560,3,70,465000
3,3.5,1600,3,80,460000
3,1.75,1840,3,61,457500
3,2.5,2420,3,79,455600
3,2,1460,3,73,455500
4,3.25,2510,3,59,450800
4,2.5,2520,3,67,450000
3,2.5,1870,1,75,445830
3,1.75,1650,1,67,438000
3,1,1270,2,80,435000
2,1,920,3,78,427000
3,2.25,1950,1,59,415000
5,1.5,1900,3,60,415000
3,1.75,1980,1,63,405000
2,1,910,2,62,405000
2,1,1470,3,54,400000
3,3,1296,2,72,399950
4,2.5,2870,2,54,399000
5,2,2330,2,73,389000
3,1.75,1440,3,64,375000
3,1.5,2000,2,60,375000
2,2.25,1280,2,74,370000
3,1,1050,1,76,360000
3,1,1570,1,51,360000
4,2.25,1810,3,79,355000
2,1.5,1180,2,80,345000
4,2,2330,2,52,344950
4,1,1360,1,54,330000
3,1,1600,2,61,329000
3,1,1810,1,74,326500
2,1,880,3,79,326100
3,1.75,1780,1,62,325000
3,1.75,1320,3,52,313000
4,2.5,1630,2,74,312900
3,1.5,1255,2,73,312000
4,1,2100,1,78,305000
3,1,900,2,57,304000
5,1,1410,1,80,295832
4,2.5,3250,2,67,293000
5,3,2840,3,55,292050
4,2.5,1982,3,54,283200
3,2.5,1680,3,60,282000
3,1,1200,2,77,280000
3,1.75,1670,1,60,274950
4,2,1930,1,54,268000
3,2.5,1440,2,73,265000
3,2.5,1658,1,65,263900
3,2,1630,2,80,260000
3,1,960,3,54,255000
3,1,910,1,55,244000
4,2.5,1720,2,62,200000
2,1,1180,3,54,160000
4,3,4260,2,51,2000000
8,3.5,4440,2,55,1970000
4,3.25,2980,3,53,1400000
4,3.25,4700,3,77,1400000
4,2.5,3240,1,55,1290000
4,2.75,3650,2,50,1210000
3,2.5,1970,2,60,1180000
2,1.75,2050,1,74,1100000
7,4,3150,2,70,999000
6,2.75,3610,2,59,968000
4,2.25,2410,3,54,960000
3,2.5,2690,3,53,925000
6,2.75,2300,3,72,900000
5,1.5,2680,1,67,898000
3,2.75,2280,2,50,875000
3,2,2520,1,62,840500
4,2.75,3040,1,60,840000
4,2.5,3420,3,71,840000
4,1.75,2330,1,59,840000
3,2.5,2510,2,67,820000
4,2.25,2000,2,76,815000
4,3,2580,3,67,799000
4,3.5,3910,3,59,782000
3,1.75,1490,1,66,745000
2,1.75,2080,1,80,740000
4,2.25,2920,1,79,740000
3,2.5,2810,1,76,739000
2,1.75,2320,2,77,700000
4,3.5,4490,1,56,700000
4,2.5,3150,1,79,681716
3,1,1700,3,67,681000
3,2.5,2190,2,70,665000
4,2.5,2990,1,64,655000
3,2.5,2300,1,79,635000
4,2.5,2740,2,66,630000
3,2.25,2180,1,52,621138
4,2,2510,2,75,600000
3,1.75,1580,1,67,600000
4,2.75,2020,2,70,599000
3,2,1650,2,55,590000
3,1,1110,3,55,589000
5,2,1940,1,50,580000
7,4.5,4140,3,78,565000
3,2.5,3160,3,72,555000
4,1,1660,2,54,550000
4,2.5,2230,3,67,544500
3,2.5,1550,3,63,537000
3,2.5,1720,1,64,535000
4,2.5,2680,1,71,515000
3,1.75,1400,1,74,510250
4,1.5,2040,1,73,510000
4,2.5,2798,1,52,499950
4,2.5,2360,3,70,490000
3,2,1980,2,75,479900
2,3.25,1400,1,67,474800
6,3.25,4250,1,50,465000
3,2.25,1840,2,56,465000
4,3,2230,1,54,460000
3,1,1100,3,68,450000
3,1.75,1610,3,74,438750
3,1.75,1980,3,77,432500
3,3.75,3890,1,73,430000
2,1.75,1350,2,72,429000
4,2.75,1680,3,65,425000
3,1.75,1820,2,77,420000
3,2.5,2250,1,77,395000
3,2,1660,1,58,380000
3,1,800,1,75,370000
4,2.5,3090,1,51,370000
3,1.5,1300,3,78,365000
4,2.5,3753,2,57,363000
2,1,1270,2,80,355000
3,2.5,2400,3,74,355000
2,1,1080,2,53,345000
4,2,1480,1,66,335000
3,2.75,1720,2,74,326000
2,2.5,1050,2,65,325000
3,2,1300,3,50,315000
3,1,1430,2,55,310000
3,2.5,1680,1,80,306000
3,1,1160,2,74,305000
3,1,1390,2,51,299000
2,1,800,1,79,285000
4,1,1450,2,78,277000
3,1.5,1430,3,59,270000
3,1.75,1300,2,59,270000
3,2.5,2495,2,60,267000
3,1.5,1430,1,70,266200
2,1,1060,3,58,254000
3,2,1480,2,53,254000
3,2,1400,1,59,253400
3,1.75,1300,2,64,245100
3,2.5,2060,1,74,244615
3,1.75,1310,3,80,242000
4,2.25,1830,1,67,236000
3,2,2030,3,53,225000
3,2.5,1680,2,65,225000
3,1.5,1560,3,73,224000
3,1,1180,2,77,220000
2,1,1320,1,73,215000
3,1.75,1210,1,62,215000
2,1.5,880,1,50,210000
2,2,1700,1,53,189000
2,2,1390,3,69,186950
2,1,830,1,58,175000
3,1,1100,2,77,168500
2,1,740,1,76,157500
2,1,720,3,69,151000
3,1,820,1,80,150000
2,1,780,3,68,135000
3,1,1340,2,58,124740
6,4.25,6980,3,50,3100000
4,3.25,4430,3,75,2750000
4,3.5,4730,1,64,2450000
4,4.25,4960,1,61,1430000
5,3.5,5960,2,57,1360000
4,3.5,4140,3,63,950000
3,2.5,2770,1,52,860000
4,2.25,2280,2,61,820000
5,3.25,2900,2,50,790000
5,3,2170,2,75,750500
4,2.25,1960,2,64,723000
3,2.5,2390,3,77,695000
4,2.5,2920,3,58,690000
3,1.75,1940,2,56,685000
3,2.25,2330,2,50,680000
4,2.75,2620,3,77,672500
3,2.5,2620,3,50,672000
4,2.75,3310,1,57,658000
3,2.5,2930,3,52,650880
3,3.25,1730,1,72,645000
4,1.75,1640,2,78,635200
4,2,2300,1,75,619000
4,2.5,2760,3,73,602500
3,1.75,2930,3,63,600000
3,2,1480,2,63,595000
4,2.5,2440,3,77,565000
5,2,2450,2,62,550000
3,1.5,2600,1,60,540000
3,2.5,1360,3,66,535000
3,1,1590,2,55,529000
5,2.5,2630,1,66,525000
3,3,2600,2,72,525000
3,1.5,2240,3,62,510000
3,2,2590,2,50,503000
4,1,1600,3,63,485000
3,1,2110,1,62,475300
6,2.5,4410,3,62,472000
4,2.25,2590,3,69,452000
4,2,2240,3,69,450000
4,2.75,2320,3,58,449950
4,1.75,1990,2,71,445000
2,1,1260,2,65,436500
3,1.75,1950,2,58,412000
3,2,1240,3,50,405000
5,1.75,1880,1,64,405000
2,1,710,2,70,402000
4,1.5,1390,1,57,400000
4,2.75,1240,1,51,400000
5,2,1930,3,59,400000
4,2,1670,1,78,400000
2,1,1320,1,80,395000
2,1,910,1,68,389000
2,1,810,1,65,367500
4,2.5,2040,1,52,350000
4,1.75,1700,2,75,349000
3,2.25,2270,2,51,332000
3,1.5,1460,1,50,329932
2,2.25,1000,3,70,305000
2,1,900,2,79,302000
2,1,820,1,64,300000
3,2.5,2080,3,80,300000
4,2.5,2290,3,76,295000
3,1.75,1590,2,67,267500
4,1.75,1880,3,50,266500
4,2.25,1720,2,53,264950
3,1.5,1470,1,57,264000
2,1,1500,2,69,262000
2,1,1110,1,55,250000
3,1.5,1270,3,61,246500
4,2,1530,2,63,231000
2,1,950,2,65,230000
3,1.75,1590,2,61,210000
3,1,1250,3,63,155000
3,1,1010,2,75,145000
2,1,900,3,60,83000
4,3.5,5550,1,51,3710000
4,3.25,4140,3,71,2400000
5,3.5,4180,1,54,1890000
6,2.75,5700,2,53,1390000
3,2.5,2090,3,53,1370000
4,2.5,3150,1,75,1260000
4,1.75,2500,3,80,950000
4,3.5,3760,3,67,919204
3,2.25,3060,3,66,860000
7,4.5,4290,3,71,840000
3,2.5,2780,2,50,825500
2,2.25,1730,1,53,800000
3,1.75,1700,1,64,750000
4,2.75,2600,2,65,750000
5,3.75,3990,2,53,740000
4,3,2840,1,71,735000
4,1.75,3420,1,62,715000
4,2.5,2310,2,78,700000
4,2.5,2310,3,59,685000
4,2.5,3190,1,66,659000
4,2.25,2060,3,65,655000
2,2.5,1740,2,57,650000
2,1,1890,1,65,645500
3,2.5,2670,1,59,642000
4,2.5,2560,2,63,642000
4,3.25,4240,1,62,625000
4,2,2340,1,79,568000
3,1.5,2000,1,56,560000
4,2.5,2720,3,53,545000
3,2.5,1950,3,64,530000
4,2.75,2620,1,76,499431
3,1.75,1920,1,71,490000
3,2.5,2260,2,53,489000
2,2,1540,3,50,475000
4,2.25,1820,2,74,465000
3,1.75,2580,2,60,459900
5,2.5,3090,2,66,458000
5,2.75,2220,2,54,427000
3,1.75,1680,2,53,425000
3,1.75,1510,2,68,425000
3,2.25,1820,1,50,425000
2,1.75,1340,1,56,415000
2,1,940,1,67,399000
4,2.5,2910,3,62,395000
3,2,2120,1,67,386000
3,1,1220,2,50,385000
3,2.5,1860,2,79,384950
3,1,1200,2,78,374000
3,2,1550,2,61,369000
3,2.25,1490,3,78,365250
2,1,1090,2,59,356700
3,2.5,2200,2,78,349900
2,1,1000,3,70,332000
2,2.5,1240,3,52,330000
3,1.75,2180,3,55,325000
4,2.5,2280,1,64,322000
3,2,1060,2,67,315000
3,1,1210,2,69,299950
2,1,1880,3,72,280000
3,1.75,1050,3,73,260000
4,1,1290,2,53,249950
3,2,1330,3,52,240000
3,2,1560,1,54,196440
3,2.25,1590,1,67,190000
2,1.5,1220,3,78,168000
3,2.5,2460,1,61,693000
3,2.25,2675,1,58,660000
3,2.25,1760,1,62,615000
4,2.5,2550,2,75,587000
5,2.75,2080,2,61,538888
3,2.5,1960,3,68,289950
5,3,3640,2,64,1600000
4,3.5,3480,1,80,1510000
4,2,2630,3,58,843500
4,1.75,2780,2,72,660000
3,1.75,1620,3,62,459000
1,1,750,3,67,250000
3,1.75,1790,1,54,243000
4,3.5,4370,3,60,1970000
5,3.25,3160,1,74,1250000
3,2.5,2230,2,58,1040000
3,2.5,2730,3,58,1000000
3,1.75,1670,3,74,985000
4,2.5,2460,1,61,965000
3,2.25,3020,3,63,955000
4,2.75,3270,1,72,939000
4,3,4500,2,64,870000
3,1.75,2160,3,54,820000
4,1.5,1840,2,73,809000
2,2.5,2210,1,57,802000
3,3,3740,3,71,789000
4,2,2360,3,63,730000
4,2.5,3190,2,61,725995
4,3.25,4400,1,69,687000
3,1.5,1840,2,63,686000
3,2.25,2610,2,59,675000
4,2.5,2710,3,50,668500
4,2.5,2720,3,80,665000
4,2.25,1990,3,71,661000
3,2.5,2290,1,65,653000
4,2.5,2430,2,62,645000
3,2.5,1960,2,60,635000
3,2,1760,2,74,629000
4,2.5,2150,2,70,615000
5,2.5,3990,3,60,610000
5,2.75,2910,1,58,585083
4,2.5,2220,2,80,580000
3,2.75,2180,1,76,568500
3,2.75,2930,3,55,559900
3,2,1810,2,71,550000
3,2.5,1840,1,64,550000
3,1.5,1790,2,62,544000
4,1.75,1720,2,52,540000
3,2.5,1690,3,80,535000
4,2.5,2910,1,72,525000
3,2,1720,3,79,500000
